Product_ID,Product_Name,Category,Subcategory,Brand,Unit_Price_SAR,Cost_Price_SAR,Stock_Quantity,Reorder_Level,Supplier_ID,Weight_kg,Warranty_Months,Rating,Is_Active
PROD-000207,TV Stand,Home & Kitchen,Furniture,ValueMax,254.64,1397.27,730,73,SUP-084,42.18,6,3.5,TRUE
PROD-000208,Office Desk,Home & Kitchen,Furniture,RedSea,2954.68,164.85,1625,108,SUP-054,48.07,36,3.7,TRUE
PROD-000209,Recliner,Home & Kitchen,Furniture,RedSea,4219.69,296.88,1386,188,SUP-089,40.49,36,3.6,TRUE
PROD-000210,Ottoman,Home & Kitchen,Furniture,Najdi,310.29,1144.5,126,26,SUP-157,28.13,24,2.9,TRUE
PROD-000211,Air Fryer,Home & Kitchen,Kitchen Appliances,SaudiMart,3507.77,276.43,1340,198,SUP-063,5.81,24,3.2,TRUE
PROD-000212,Blender,Home & Kitchen,Kitchen Appliances,ValueMax,3080.42,274.34,409,131,SUP-094,21.05,0,4.9,TRUE
PROD-000213,Coffee Maker,Home & Kitchen,Kitchen Appliances,AlFaisal,4622.18,2656.58,354,129,SUP-011,2.2,6,3.9,TRUE
PROD-000214,Rice Cooker,Home & Kitchen,Kitchen Appliances,DesertBloom,958.86,785.18,737,138,SUP-156,45.67,6,3.8,TRUE
PROD-000215,Microwave Oven,Home & Kitchen,Kitchen Appliances,ValueMax,1513.55,2629.01,1151,164,SUP-043,7.86,0,4.1,TRUE
PROD-000216,Toaster,Home & Kitchen,Kitchen Appliances,Hijazi,1620.57,1792.69,1275,133,SUP-118,17.83,12,3.3,TRUE
PROD-000217,Food Processor,Home & Kitchen,Kitchen Appliances,Premium,4232.32,2432.37,1378,178,SUP-172,16.72,24,3,TRUE
PROD-000218,Electric Kettle,Home & Kitchen,Kitchen Appliances,Najdi,2459.91,1274.88,1582,136,SUP-015,10.59,0,2.7,TRUE
PROD-000219,Stand Mixer,Home & Kitchen,Kitchen Appliances,GlobalTech,1238.26,1934.87,1910,199,SUP-133,24.7,6,4.1,TRUE
PROD-000220,Slow Cooker,Home & Kitchen,Kitchen Appliances,DesertBloom,382.38,867.43,1047,74,SUP-086,14.5,12,4.4,FALSE
PROD-000221,Cotton Sheet Set,Home & Kitchen,Bedding,RedSea,2826.03,1582.92,1287,79,SUP-159,21.3,36,4.9,TRUE
PROD-000222,Duvet Cover,Home & Kitchen,Bedding,AlFaisal,766.19,2603.84,440,29,SUP-160,42.87,12,4.2,TRUE
PROD-000223,Memory Foam Pillow,Home & Kitchen,Bedding,DesertBloom,4822.9,1061.1,1003,70,SUP-175,49.25,24,3.5,TRUE
PROD-000224,Weighted Blanket,Home & Kitchen,Bedding,Najdi,4764.98,2173.48,1311,164,SUP-183,36.77,6,4.9,TRUE
PROD-000225,Mattress Protector,Home & Kitchen,Bedding,Hijazi,523.5,1078.95,1596,102,SUP-107,44.58,0,3.9,TRUE
PROD-000226,Quilt,Home & Kitchen,Bedding,SaudiMart,4007.1,2459.2,332,65,SUP-027,35.82,6,4,TRUE
PROD-000227,Throw Blanket,Home & Kitchen,Bedding,GlobalTech,906.65,2581.61,855,172,SUP-132,11.3,6,2.9,TRUE
PROD-000228,Bed Skirt,Home & Kitchen,Bedding,RedSea,507.13,2928.73,1915,62,SUP-105,40.96,6,3.5,TRUE
PROD-000229,Pillowcase Set,Home & Kitchen,Bedding,GlobalTech,1485.44,963.73,1860,141,SUP-028,16.87,0,3.2,TRUE
PROD-000230,Comforter,Home & Kitchen,Bedding,ValueMax,1972.94,1634.33,902,146,SUP-141,25.05,0,4.4,TRUE
PROD-000231,Wall Art,Home & Kitchen,Decor,GlobalTech,3199.75,2286.57,205,73,SUP-046,21.19,12,3,TRUE
PROD-000232,Vase,Home & Kitchen,Decor,Najdi,963.02,1071.15,550,126,SUP-157,34.06,6,3,FALSE
PROD-000233,Candle Holder,Home & Kitchen,Decor,ValueMax,3532.91,266.97,1794,107,SUP-114,4.23,24,3.1,TRUE
PROD-000234,Mirror,Home & Kitchen,Decor,Premium,514.48,885.5,693,55,SUP-117,48.35,36,4.3,FALSE
PROD-000235,Clock,Home & Kitchen,Decor,DesertBloom,3155.56,27.74,373,75,SUP-085,21.53,0,5,TRUE
PROD-000236,Photo Frame,Home & Kitchen,Decor,SaudiMart,3118.33,2281.47,1093,130,SUP-131,30.39,0,4,TRUE
PROD-000237,Rug,Home & Kitchen,Decor,SaudiMart,2416.29,1685.56,1014,165,SUP-101,28.52,36,3.9,TRUE
PROD-000238,Curtains,Home & Kitchen,Decor,ValueMax,4990.98,377.01,1832,180,SUP-146,14.59,24,3.2,TRUE
PROD-000239,Throw Pillow,Home & Kitchen,Decor,DesertBloom,1183.9,1981.04,1225,198,SUP-170,0.54,6,3.2,TRUE
PROD-000240,Planter,Home & Kitchen,Decor,AlFaisal,578.7,2545.48,669,153,SUP-195,19.88,6,4.7,FALSE
PROD-000241,LED Headlight Bulb,Home & Kitchen,Lighting,OasisHome,1676.18,614.48,1801,141,SUP-009,6.62,36,4,FALSE
PROD-000242,Fog Light,Home & Kitchen,Lighting,Najdi,2515.59,2429.39,1915,156,SUP-095,40.69,12,3,TRUE
PROD-000243,Tail Light,Home & Kitchen,Lighting,Najdi,820.41,208.55,1458,191,SUP-178,20.31,0,3.3,TRUE
PROD-000244,Interior LED Kit,Home & Kitchen,Lighting,Hijazi,1045.62,1844.01,824,113,SUP-176,39.54,6,2.7,TRUE
PROD-000245,Underglow Kit,Home & Kitchen,Lighting,AlFaisal,2203.15,206.65,92,72,SUP-175,2.85,6,3.7,FALSE
PROD-000246,Light Bar,Home & Kitchen,Lighting,SaudiMart,2792.76,1891.88,1184,104,SUP-141,19.21,24,4,TRUE
PROD-000247,Strobe Light,Home & Kitchen,Lighting,Premium,1507.47,773.51,329,68,SUP-026,13.16,12,4.4,TRUE
PROD-000248,License Plate Light,Home & Kitchen,Lighting,GlobalTech,856.58,2123.95,1976,160,SUP-111,2.36,6,4.1,TRUE
PROD-000249,Turn Signal,Home & Kitchen,Lighting,ValueMax,4478.47,329.6,91,194,SUP-070,2.48,36,4.7,TRUE
PROD-000250,Daytime Running Light,Home & Kitchen,Lighting,AlFaisal,633.79,2892.5,1526,46,SUP-075,0.21,0,3.9,TRUE
PROD-000251,Plastic Container Set,Home & Kitchen,Storage,GlobalTech,3524.62,2026.11,981,181,SUP-070,35.79,36,4.2,TRUE
PROD-000252,Closet Organizer,Home & Kitchen,Storage,Najdi,1284.47,2667.92,351,125,SUP-078,22.67,12,4.2,TRUE
PROD-000253,Shoe Rack,Home & Kitchen,Storage,ValueMax,3702.91,541.49,697,74,SUP-154,46.42,24,2.5,TRUE
PROD-000254,Under-Bed Storage,Home & Kitchen,Storage,DesertBloom,1278.72,1614.31,171,136,SUP-073,35.42,12,2.8,TRUE
PROD-000255,Drawer Divider,Home & Kitchen,Storage,ValueMax,3500.98,2469,1648,122,SUP-136,32.6,6,3.6,FALSE
PROD-000256,Laundry Basket,Home & Kitchen,Storage,Premium,4282.9,65.33,200,160,SUP-166,27.49,6,2.9,FALSE
PROD-000257,Garment Bag,Home & Kitchen,Storage,Najdi,627.8,784.9,326,157,SUP-011,30.31,24,2.5,TRUE
PROD-000258,Storage Ottoman,Home & Kitchen,Storage,ValueMax,3812.82,1408.4,1445,23,SUP-156,21.82,6,3.4,TRUE
PROD-000259,Wire Basket,Home & Kitchen,Storage,AlFaisal,3119.4,231.81,699,186,SUP-055,11.86,24,2.6,TRUE
PROD-000260,Vacuum Bag,Home & Kitchen,Storage,OasisHome,1207.63,1798.89,3,156,SUP-100,2.67,6,3.7,FALSE
PROD-000261,Non-Stick Pan,Home & Kitchen,Cookware,AlFaisal,2758.45,546.77,753,70,SUP-120,4.41,6,2.6,TRUE
PROD-000262,Cast Iron Skillet,Home & Kitchen,Cookware,AlFaisal,1163.63,687.67,15,71,SUP-048,16.9,24,3.9,FALSE
PROD-000263,Stainless Steel Pot,Home & Kitchen,Cookware,RedSea,2233.52,760.26,1845,37,SUP-049,46.21,6,2.7,TRUE
PROD-000264,Dutch Oven,Home & Kitchen,Cookware,AlFaisal,470.82,1248.37,464,176,SUP-075,49.35,12,2.9,FALSE
PROD-000265,Wok,Home & Kitchen,Cookware,Najdi,999.53,1108.92,1809,74,SUP-005,29.69,36,2.6,TRUE
PROD-000266,Grill Pan,Home & Kitchen,Cookware,RedSea,3461.73,359.56,155,111,SUP-098,32.07,6,4.6,FALSE
PROD-000267,Saucepan,Home & Kitchen,Cookware,Najdi,2488.25,627.81,626,127,SUP-181,9.87,0,4.4,TRUE
PROD-000268,Roasting Pan,Home & Kitchen,Cookware,AlFaisal,856.29,1548.99,1308,54,SUP-055,7.05,12,4.2,TRUE
PROD-000269,Steamer,Home & Kitchen,Cookware,Premium,3304.84,2177.73,1687,172,SUP-115,38.14,36,3,TRUE
PROD-000270,Baking Sheet,Home & Kitchen,Cookware,ValueMax,4246.52,1071.02,897,136,SUP-081,27.53,6,3.4,TRUE
PROD-000271,Dinner Plate Set,Home & Kitchen,Dining,ValueMax,2488.55,2938.02,793,95,SUP-002,47.73,12,2.7,TRUE
PROD-000272,Wine Glasses,Home & Kitchen,Dining,GlobalTech,1627.47,130.4,631,86,SUP-118,25.2,0,4.7,FALSE
PROD-000273,Cutlery Set,Home & Kitchen,Dining,AlFaisal,87.45,1204.44,290,147,SUP-163,1.14,6,4.1,TRUE
PROD-000274,Serving Bowl,Home & Kitchen,Dining,RedSea,524.49,57.42,709,52,SUP-098,47.43,24,3,FALSE
PROD-000275,Placemat,Home & Kitchen,Dining,RedSea,848.15,2798.22,1495,38,SUP-048,45.57,24,4.9,TRUE
PROD-000276,Napkin Ring,Home & Kitchen,Dining,AlFaisal,4706.6,614.48,996,127,SUP-131,32.43,24,4,FALSE
PROD-000277,Charcuterie Board,Home & Kitchen,Dining,Hijazi,3300.69,1174.49,1289,67,SUP-099,29.83,24,4.3,TRUE
PROD-000278,Trivet,Home & Kitchen,Dining,GlobalTech,3459.23,624.72,271,144,SUP-158,38.77,36,4.9,TRUE
PROD-000279,Salt & Pepper Shaker,Home & Kitchen,Dining,Hijazi,20.82,1925.82,854,190,SUP-124,6.12,36,3.5,TRUE
PROD-000280,Butter Dish,Home & Kitchen,Dining,ValueMax,1426.33,289.32,1106,110,SUP-031,15.48,24,3.4,TRUE
PROD-000281,Robot Vacuum,Home & Kitchen,Cleaning,Najdi,3699,2390.28,1115,92,SUP-150,47.43,6,3.5,FALSE
PROD-000282,Steam Mop,Home & Kitchen,Cleaning,Premium,4405.16,2523.31,1987,148,SUP-118,28.36,24,2.7,TRUE
PROD-000283,Microfiber Cloth,Home & Kitchen,Cleaning,SaudiMart,2834.56,1146.05,143,192,SUP-095,30.79,36,4.7,TRUE
PROD-000284,Dish Brush,Home & Kitchen,Cleaning,AlFaisal,4766.62,1359.77,1226,31,SUP-141,25.28,0,3.6,TRUE
PROD-000285,Toilet Brush,Home & Kitchen,Cleaning,OasisHome,288.41,2112.74,1577,76,SUP-074,36.82,24,4.3,TRUE
PROD-000286,Trash Can,Home & Kitchen,Cleaning,GlobalTech,932.29,418.86,435,26,SUP-167,7.03,6,4.7,TRUE
PROD-000287,Laundry Detergent,Home & Kitchen,Cleaning,ValueMax,4164.5,2109.08,1681,44,SUP-178,34.38,36,4.1,TRUE
PROD-000288,All-Purpose Cleaner,Home & Kitchen,Cleaning,Hijazi,774.96,597.43,1616,72,SUP-063,18.65,36,2.9,TRUE
PROD-000289,Glass Cleaner,Home & Kitchen,Cleaning,ValueMax,2711.6,2029.83,138,47,SUP-179,6.09,6,4.1,FALSE
PROD-000290,Air Freshener,Home & Kitchen,Cleaning,Hijazi,4597.95,736.99,1686,189,SUP-118,30.12,24,3.9,FALSE
PROD-000291,Patio Set,Home & Kitchen,Garden,Najdi,4901.67,2827.02,1682,60,SUP-063,19.64,36,4.3,TRUE
PROD-000292,BBQ Grill,Home & Kitchen,Garden,DesertBloom,2971.89,1154.51,1786,124,SUP-085,5.29,12,4.2,FALSE
PROD-000293,Garden Hose,Home & Kitchen,Garden,AlFaisal,2305.65,600.28,1839,123,SUP-040,41.02,24,3.8,TRUE
PROD-000294,Plant Pot,Home & Kitchen,Garden,Premium,3185.28,2429.99,1258,180,SUP-032,29.42,24,2.9,TRUE
PROD-000295,Outdoor Cushion,Home & Kitchen,Garden,ValueMax,2576.96,196.35,20,21,SUP-133,13.66,6,4,TRUE
PROD-000296,Solar Light,Home & Kitchen,Garden,GlobalTech,2902.32,1652.74,1545,39,SUP-180,48.01,24,4,TRUE
PROD-000297,Weed Killer,Home & Kitchen,Garden,OasisHome,120.4,1018.12,2,136,SUP-193,47.6,36,4.9,TRUE
PROD-000298,Lawn Mower,Home & Kitchen,Garden,RedSea,1425.12,2541.95,349,132,SUP-025,41.31,36,2.9,TRUE
PROD-000299,Pruning Shears,Home & Kitchen,Garden,DesertBloom,3535.21,848.66,1948,186,SUP-068,38.13,0,4.5,FALSE
PROD-000300,Bird Feeder,Home & Kitchen,Garden,GlobalTech,3375.75,1778.97,1400,124,SUP-046,13.72,0,3.8,TRUE
PROD-000301,Vitamin C Serum,Beauty & Personal Care,Skincare,GlobalTech,4723.05,1967.11,876,79,SUP-034,12.1,0,3,TRUE
PROD-000302,Moisturizer,Beauty & Personal Care,Skincare,AlFaisal,2421.65,1996.88,156,29,SUP-063,23.84,6,2.9,TRUE
PROD-000303,Sunscreen SPF50,Beauty & Personal Care,Skincare,ValueMax,1349.74,2158.42,263,112,SUP-137,10.6,12,2.7,FALSE
PROD-000304,Face Wash,Beauty & Personal Care,Skincare,OasisHome,1584.38,1554.93,1636,50,SUP-106,14.22,12,4.3,FALSE
PROD-000305,Eye Cream,Beauty & Personal Care,Skincare,Premium,1384.38,1440.76,1685,68,SUP-044,34.26,36,2.6,TRUE
PROD-000306,Toner,Beauty & Personal Care,Skincare,SaudiMart,4438.52,2497.49,1328,45,SUP-087,26.12,12,4.2,TRUE
PROD-000307,Exfoliator,Beauty & Personal Care,Skincare,Premium,1847.68,251,247,33,SUP-025,14.33,0,2.8,TRUE
PROD-000308,Face Mask,Beauty & Personal Care,Skincare,OasisHome,4451.63,1904.47,1212,121,SUP-131,8.23,36,2.5,TRUE
PROD-000309,Night Cream,Beauty & Personal Care,Skincare,SaudiMart,2696.19,2548.54,1419,82,SUP-087,21.5,0,3.5,FALSE
PROD-000310,Lip Balm,Beauty & Personal Care,Skincare,Najdi,259.59,1363.34,813,163,SUP-150,9.09,36,4.7,TRUE
PROD-000311,Foundation,Beauty & Personal Care,Makeup,Hijazi,2570.23,2061.74,941,42,SUP-140,3.93,36,3,TRUE
PROD-000312,Mascara,Beauty & Personal Care,Makeup,RedSea,2500.76,2695.29,1530,31,SUP-090,48.74,0,4.1,TRUE
PROD-000313,Lipstick,Beauty & Personal Care,Makeup,Hijazi,1174.48,13.01,1284,162,SUP-008,9.32,36,2.9,TRUE
PROD-000314,Eyeshadow Palette,Beauty & Personal Care,Makeup,OasisHome,581.98,243.25,610,150,SUP-045,15.62,0,4.6,TRUE
PROD-000315,Blush,Beauty & Personal Care,Makeup,OasisHome,119.23,2282.65,633,117,SUP-146,23.28,36,3.2,TRUE
PROD-000316,Concealer,Beauty & Personal Care,Makeup,ValueMax,2072.3,906.56,1908,24,SUP-195,1.16,0,4,FALSE
PROD-000317,Setting Spray,Beauty & Personal Care,Makeup,Premium,3604.69,1830.31,505,90,SUP-093,0.46,12,2.8,TRUE
PROD-000318,Brow Pencil,Beauty & Personal Care,Makeup,GlobalTech,3338.1,600.74,89,74,SUP-007,22.22,24,4.6,TRUE
PROD-000319,Highlighter,Beauty & Personal Care,Makeup,Hijazi,35.71,2110.9,217,119,SUP-176,36.19,36,4.3,FALSE
PROD-000320,Makeup Remover,Beauty & Personal Care,Makeup,RedSea,3983.96,1619.1,1867,54,SUP-165,48.7,36,3.8,TRUE
PROD-000321,Shampoo,Beauty & Personal Care,Hair Care,Premium,1557.97,1573.6,1706,38,SUP-132,5.37,24,3.9,TRUE
PROD-000322,Conditioner,Beauty & Personal Care,Hair Care,OasisHome,3906.99,769.2,524,34,SUP-084,18.56,6,4.6,TRUE
PROD-000323,Hair Oil,Beauty & Personal Care,Hair Care,Hijazi,3783.84,520.02,1619,76,SUP-200,28.58,6,4.1,FALSE
PROD-000324,Hair Mask,Beauty & Personal Care,Hair Care,DesertBloom,142.62,2916.18,152,124,SUP-002,47.52,12,4,TRUE
PROD-000325,Dry Shampoo,Beauty & Personal Care,Hair Care,GlobalTech,2393.18,2104.89,1769,69,SUP-018,44.72,0,2.7,TRUE
PROD-000326,Hair Spray,Beauty & Personal Care,Hair Care,Najdi,2126.04,2472.9,1887,116,SUP-063,40.91,6,2.7,TRUE
PROD-000327,Curling Cream,Beauty & Personal Care,Hair Care,Premium,2886.17,2528.18,1051,84,SUP-187,36.01,0,4.5,TRUE
PROD-000328,Hair Serum,Beauty & Personal Care,Hair Care,Hijazi,211.38,2594.39,749,197,SUP-117,4.51,6,4.6,TRUE
PROD-000329,Scalp Treatment,Beauty & Personal Care,Hair Care,Najdi,4807.65,1157.22,1857,197,SUP-072,5.13,24,3.3,FALSE
PROD-000330,Leave-In Conditioner,Beauty & Personal Care,Hair Care,Najdi,2295.89,1010.83,1583,48,SUP-022,41.13,6,2.6,FALSE
PROD-000331,Eau de Parfum,Beauty & Personal Care,Fragrances,SaudiMart,536.26,2068.78,36,197,SUP-087,31.34,36,3,TRUE
PROD-000332,Eau de Toilette,Beauty & Personal Care,Fragrances,ValueMax,2122.47,1896.39,1655,67,SUP-105,9.2,12,2.8,FALSE
PROD-000333,Body Mist,Beauty & Personal Care,Fragrances,Najdi,404.73,92.61,1458,80,SUP-049,17.43,36,4.5,TRUE
PROD-000334,Cologne,Beauty & Personal Care,Fragrances,Premium,250.15,1551.04,134,149,SUP-111,33.65,36,4.4,TRUE
PROD-000335,Perfume Oil,Beauty & Personal Care,Fragrances,SaudiMart,4098.34,618.83,1953,57,SUP-042,29.67,24,3.9,TRUE
PROD-000336,Aftershave,Beauty & Personal Care,Fragrances,DesertBloom,4133.54,378.63,1412,20,SUP-017,35.63,6,4.8,TRUE
PROD-000337,Room Spray,Beauty & Personal Care,Fragrances,SaudiMart,2832.03,847.46,97,83,SUP-126,46.62,24,3.4,TRUE
PROD-000338,Car Freshener,Beauty & Personal Care,Fragrances,ValueMax,3312.03,55.56,1826,97,SUP-011,43.79,24,3.3,TRUE
PROD-000339,Scented Candle,Beauty & Personal Care,Fragrances,DesertBloom,4172.95,1354.71,1000,29,SUP-173,36.99,36,2.6,TRUE
PROD-000340,Reed Diffuser,Beauty & Personal Care,Fragrances,ValueMax,295.69,2049.13,944,174,SUP-145,0.45,24,3,TRUE
PROD-000341,Body Wash,Beauty & Personal Care,Personal Hygiene,ValueMax,3817.06,2731.9,1057,69,SUP-197,26.13,12,3.8,TRUE
PROD-000342,Hand Soap,Beauty & Personal Care,Personal Hygiene,Najdi,678.41,1763.56,1943,126,SUP-021,20.71,6,3.5,FALSE
PROD-000343,Deodorant,Beauty & Personal Care,Personal Hygiene,Hijazi,4429.04,1370.61,1452,137,SUP-082,9.34,24,4.3,TRUE
PROD-000344,Toothpaste,Beauty & Personal Care,Personal Hygiene,DesertBloom,3449.35,1871.37,732,89,SUP-182,27.06,36,3.7,TRUE
PROD-000345,Dental Floss,Beauty & Personal Care,Personal Hygiene,RedSea,495,421.67,671,61,SUP-114,37.64,24,2.6,TRUE
PROD-000346,Mouthwash,Beauty & Personal Care,Personal Hygiene,Premium,4026.12,1421.64,1908,106,SUP-011,16.17,6,3.2,TRUE
PROD-000347,Wet Wipes,Beauty & Personal Care,Personal Hygiene,Premium,3717.86,2397.25,1527,157,SUP-137,33,24,3.6,TRUE
PROD-000348,Tissues,Beauty & Personal Care,Personal Hygiene,SaudiMart,520.59,2662.34,231,167,SUP-052,26.33,0,3.6,TRUE
PROD-000349,Feminine Wash,Beauty & Personal Care,Personal Hygiene,GlobalTech,1504.55,511.37,207,81,SUP-071,41.83,36,4.6,TRUE
PROD-000350,Body Powder,Beauty & Personal Care,Personal Hygiene,Premium,4924.68,2243.46,1117,189,SUP-196,46.45,12,2.5,FALSE
PROD-000351,Beard Oil,Beauty & Personal Care,Men's Grooming,DesertBloom,1570.12,1602.58,1407,70,SUP-092,42.05,6,3,TRUE
PROD-000352,Shaving Cream,Beauty & Personal Care,Men's Grooming,Hijazi,4579.68,703.95,1027,189,SUP-147,0.67,12,3.3,TRUE
PROD-000353,Razor Set,Beauty & Personal Care,Men's Grooming,RedSea,1992.89,1504.03,1645,83,SUP-195,9.01,0,4.9,TRUE
PROD-000354,Aftershave Balm,Beauty & Personal Care,Men's Grooming,ValueMax,1619.57,2875.28,792,163,SUP-108,5.18,24,4.5,TRUE
PROD-000355,Hair Pomade,Beauty & Personal Care,Men's Grooming,SaudiMart,3912.37,1420.98,1908,20,SUP-147,31.06,36,4,TRUE
PROD-000356,Face Scrub,Beauty & Personal Care,Men's Grooming,Najdi,2237.89,211.9,39,172,SUP-148,18.67,0,4.4,TRUE
PROD-000357,Nose Trimmer,Beauty & Personal Care,Men's Grooming,AlFaisal,2028.78,2908.86,652,143,SUP-178,19.95,0,2.6,TRUE
PROD-000358,Body Trimmer,Beauty & Personal Care,Men's Grooming,DesertBloom,2640.47,1044.58,1552,171,SUP-180,17.24,0,2.6,TRUE
PROD-000359,Beard Brush,Beauty & Personal Care,Men's Grooming,RedSea,1499.61,228.51,873,117,SUP-175,11.99,12,4.3,TRUE
PROD-000360,Grooming Kit,Beauty & Personal Care,Men's Grooming,Hijazi,1874.21,471.03,1811,67,SUP-006,8.27,24,3.3,TRUE
PROD-000361,Nail Polish,Beauty & Personal Care,Nail Care,Premium,1072.38,2103.98,656,69,SUP-118,1.56,6,4.1,FALSE
PROD-000362,Nail Dryer,Beauty & Personal Care,Nail Care,SaudiMart,4833.62,1997.8,378,21,SUP-172,41.69,6,4.7,TRUE
PROD-000363,Cuticle Oil,Beauty & Personal Care,Nail Care,Premium,4902.18,586.35,1589,56,SUP-059,32.44,24,4.8,FALSE
PROD-000364,Nail File,Beauty & Personal Care,Nail Care,Hijazi,2387.13,2772.63,1915,116,SUP-100,43.28,12,3,TRUE
PROD-000365,Nail Clipper,Beauty & Personal Care,Nail Care,RedSea,597.03,2289.09,1034,92,SUP-040,20.99,36,4,TRUE
PROD-000366,Nail Strengthener,Beauty & Personal Care,Nail Care,Hijazi,2214.92,1432.96,1297,93,SUP-112,39.68,36,3.3,FALSE
PROD-000367,Gel Kit,Beauty & Personal Care,Nail Care,Premium,1868.01,2466.18,750,42,SUP-199,34.81,6,3.2,FALSE
PROD-000368,Nail Art Stickers,Beauty & Personal Care,Nail Care,ValueMax,1221.75,1162.67,1395,52,SUP-168,30.88,36,4.9,TRUE
PROD-000369,Manicure Set,Beauty & Personal Care,Nail Care,Najdi,1739.17,557.3,1067,145,SUP-054,16.38,0,3.9,FALSE
PROD-000370,Acetone Remover,Beauty & Personal Care,Nail Care,Premium,1975.63,784.69,1284,37,SUP-071,14.3,24,4.2,FALSE
PROD-000371,Socket Set,Beauty & Personal Care,Tools,RedSea,2233.05,1227.5,403,169,SUP-115,32.98,0,4.9,TRUE
PROD-000372,Screwdriver Kit,Beauty & Personal Care,Tools,OasisHome,350.56,1614.35,1746,65,SUP-128,24.37,36,4.9,TRUE
PROD-000373,Torque Wrench,Beauty & Personal Care,Tools,Najdi,3341.82,1520.5,1068,191,SUP-098,21.96,12,4.3,TRUE
PROD-000374,Jack Stand,Beauty & Personal Care,Tools,SaudiMart,1662.6,2111.09,1361,103,SUP-121,26.8,12,3.5,TRUE
PROD-000375,Multimeter,Beauty & Personal Care,Tools,GlobalTech,2035.17,791.5,833,104,SUP-024,26.61,24,4.6,TRUE
PROD-000376,Diagnostic Scanner,Beauty & Personal Care,Tools,AlFaisal,1175.09,404.86,600,38,SUP-174,42.95,36,2.8,FALSE
PROD-000377,Impact Driver,Beauty & Personal Care,Tools,ValueMax,248.78,2248.21,1498,130,SUP-170,25.5,12,4.5,TRUE
PROD-000378,Work Light,Beauty & Personal Care,Tools,Najdi,4193.02,2424.85,1604,46,SUP-127,0.8,12,3.9,FALSE
PROD-000379,Tool Box,Beauty & Personal Care,Tools,Hijazi,199.41,2987.27,1668,196,SUP-086,18.54,6,3,TRUE
PROD-000380,Breaker Bar,Beauty & Personal Care,Tools,GlobalTech,3693.76,794.78,790,115,SUP-086,7.79,36,3.4,FALSE
PROD-000381,Electric Toothbrush,Beauty & Personal Care,Oral Care,Premium,2269.9,2383.39,1910,70,SUP-082,5.83,36,3.1,TRUE
PROD-000382,Water Flosser,Beauty & Personal Care,Oral Care,DesertBloom,808.16,2651.84,1467,51,SUP-022,10.79,0,3.8,TRUE
PROD-000383,Tongue Scraper,Beauty & Personal Care,Oral Care,DesertBloom,425.08,839.84,1062,33,SUP-009,36.02,36,3.1,TRUE
PROD-000384,Teeth Whitening Kit,Beauty & Personal Care,Oral Care,AlFaisal,1809.15,2055.84,505,94,SUP-176,32.3,6,3.9,TRUE
PROD-000385,Dental Pick,Beauty & Personal Care,Oral Care,ValueMax,355.43,389.16,1356,200,SUP-017,27.53,6,3.5,TRUE
PROD-000386,Orthodontic Wax,Beauty & Personal Care,Oral Care,ValueMax,2594.89,1080.12,1050,184,SUP-003,26.27,24,4,FALSE
PROD-000387,Mouth Guard,Beauty & Personal Care,Oral Care,OasisHome,703.97,2941.64,928,100,SUP-131,13.72,12,3.6,FALSE
PROD-000388,Breath Strips,Beauty & Personal Care,Oral Care,GlobalTech,4505.04,575.16,109,180,SUP-037,13.05,12,3.5,TRUE
PROD-000389,Gum Massager,Beauty & Personal Care,Oral Care,AlFaisal,2826.36,2932.53,1487,27,SUP-155,3.16,24,4.8,TRUE
PROD-000390,Toothbrush Holder,Beauty & Personal Care,Oral Care,ValueMax,1495.13,1577.18,1994,33,SUP-107,7.44,24,3.2,TRUE
PROD-000391,Body Lotion,Beauty & Personal Care,Body Care,Premium,4480.1,2766.63,1208,161,SUP-128,8.95,12,3.2,TRUE
PROD-000392,Body Scrub,Beauty & Personal Care,Body Care,Najdi,4540.99,2909.84,168,56,SUP-187,26.54,12,4.5,TRUE
PROD-000393,Body Butter,Beauty & Personal Care,Body Care,ValueMax,4735.04,1379.93,1199,82,SUP-176,28.4,0,4,TRUE
PROD-000394,Hand Cream,Beauty & Personal Care,Body Care,GlobalTech,729.05,121.88,1961,38,SUP-088,32.83,6,4.1,TRUE
PROD-000395,Foot Cream,Beauty & Personal Care,Body Care,GlobalTech,1062.91,1532.81,65,103,SUP-075,42.03,24,4.2,TRUE
PROD-000396,Bath Bomb,Beauty & Personal Care,Body Care,OasisHome,2450.45,11.66,1100,135,SUP-128,23.86,0,4,TRUE
PROD-000397,Bath Salt,Beauty & Personal Care,Body Care,OasisHome,891.89,2892.23,882,26,SUP-122,12.17,24,3.8,TRUE
PROD-000398,Shower Gel,Beauty & Personal Care,Body Care,OasisHome,816.41,1407.37,525,156,SUP-080,21.17,6,2.7,TRUE
PROD-000399,Body Oil,Beauty & Personal Care,Body Care,OasisHome,714.53,2953.27,1115,189,SUP-091,40.57,6,3.6,FALSE
PROD-000400,Stretch Mark Cream,Beauty & Personal Care,Body Care,Hijazi,1192.06,2242.99,1122,107,SUP-138,8.78,36,3.6,TRUE
PROD-000401,Dumbbell Set,Sports & Outdoors,Fitness Equipment,AlFaisal,3018.53,1841.4,1117,58,SUP-036,13.64,0,4.8,TRUE
PROD-000402,Resistance Bands,Sports & Outdoors,Fitness Equipment,DesertBloom,1788.23,2941.49,1929,148,SUP-129,30.71,6,4.3,TRUE
